,"Unnamed: 0, nan","№ п/п, nan","Дата составления, nan","Организация, nan","Месторождение, nan","ЛУ, nan","Цех, nan","ТЛ/ДНС, nan","АГЗУ, nan","№ Скв, nan","Номер куста, nan","Дата ввода в эксплуатацию, nan","Тип ствола скв., nan","Пласт,  ","Состояние по фонду, nan","текущее состояние, nan","Скин фактор, nan","Дата ГРП, nan","Исполнитель ГРП, nan","Примечание ГРП, nan","P нас, ат","ГС, м3/м3","Вязкость нефти (пл.усл), сПз","Вязкость воды (пл.усл.), сПз","Вязкость жидкости (станд.усл), сПз","Объемный коэф-т нефти, nan","Плот-ть нефти (станд.усл), г/см3","Плот-ть нефти  (пл.усл.), г/см3","Т пласта, ͦС","Плот-ть воды (станд.усл), г/см3","Dэк 
внешн., мм","Толщ. стенки, мм","Интервал спуска ЭК, м","Исскуств. забой, м","Текущий забой, м","Дата отбивки текущего забоя, nan","Способ отбивки текущего забоя, nan","Примечание, nan","Тип конструкции  забоя, nan","Интервалы перфорации, м","Нперф_Эфф, м","Нвд_замер, м","Удлинение на Нвд, м","Интервал спуска хвостовика, м","Диаметр хвостовика, мм","Толщ.стенки хвостовика, мм","Способ эксплуатации, nan","Глубина 1 и.о., м","Давление запуска
1 и.о., ат","Глубина 2 и.о., м","Давление запуска
2 и.о., ат","Глубина 3 и.о., м","Давление запуска
3 и.о., ат","Глубина 4 и.о., м","Давление запуска
4 и.о., ат","Глубина 5 и.о., м","Давление запуска
5 и.о., ат","Глубина 6 и.о., м","Давление запуска
6 и.о., ат","Глубина НПЦК, м","Состояние НПЦК, nan","Примечание.1, nan","Тип насоса, nan","Число ступеней, шт","Напор, м","Частота, Гц","ПЭД, кВт","Qтеор, м3/сут","Глубина спуска ПО, м","Глубина спуска ПО (по верт.), м","Удлинение на гл спуска ПО, м","Dнкт, мм","Толщина стенки НКТ, мм","Dшт, мм","Вид штуцера, nan","Режим работы, nan","Время работы, час","Время
накопления, 0+","Рбуф, ат","Рзатр, ат","Рлин, ат","Дата замера Рпл, nan","Рпл, ат","Рг/г, ат","Состояние АСУРГГ, nan","Модификация АСУРГГ, nan","Dшт линии подачи г/г, мм","Ндин (расчетный от Рпр), м","Р пр (расчетный от Нд), ат","Ндин, м","Р пр, ат","Рзаб, ат","Дебит нефти, т/сут","Дебит жидкости, м3/сут","Обводненность, %","Дебит газа, тыс.м3/сут","Расход г/г, тыс.м3/сут","Расход г/г.1, м3/ч","Дебит ПНГ, тыс.м3/сут","ГФ, м3/сут","УРГГ, м3/т","Кпрод, м3/(сут*ат)"
210,1130-2,126.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-1,1130-2,К-55,2014-10-31 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2146,"1 ств 2577
2 ств 2824
3 ств 3100","1 ств 2577
2 ств 2824
3 ств 3100",,,,открытый, 2146-2577; 2146-2824; 2195-3100,"12,76;27,55",2146,259.3,,,,Газлифт,480.06,ГП,879.9576,ГК 76 1/8,1530.096,ГК 77 1/8,1730.0448,ГК 76 1/8,2000.0976,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2153,1892.3,260.70000000000005,73,5.5,18,Угловик,Постоянный,24,0,23,40,22,2023-04-01 00:00:00,113,54,В работе,Сиант ,6,,,,,48,12.54,15,0,22.6,6,,16.6,1323.7639553429028,478.46889952153117,0.23076923076923078
211,1130-1,127.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-6,1130-1,К-6,2015-03-17 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.990673009702116,1.454,0.836,0.72,34.3,1.17,"177,8;114,3","9,19; 7,4","2503;
2350-3269",3270,3270,,,,Закрытый,2622-2623; 2804-2805; 2945-2946; 3077-3078; 3219-3220,48.32,2622,1843,,,,Газлифт,289.999991748,ГП,519.999999316,ГП,834.99997207,ГП,1189.999996289,ГК 82 1/8,1524.999976172,ГК 79 5/32,-,-,1840,открыт,-,-,-,-,-,-,-,2355,1784.3,570.7,73,5.5,18,Угловик,Постоянный,24,0,25,40,24,2023-04-01 00:00:00,72,76,В работе,Сиант ,5,,24,,,49,4.8840791999999995,6,2.63,19,7,,12,2456.9626143654677,1381.5394280695184,0.2608695652173913
212,1131-1,128.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-12,1131-1,К-12,2014-04-28 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9963253307202352,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2114,2900,2900,,,,открытый,2114-2900,17,2114,278.43,,,,Газлифт,543.000009375,ГП,1109.999967773,ГП,1636.000010156,ГК 85 1/8,1972.000040625,ЦКсОК 51/6,-,-,-,-,1982,закрыт,-,-,-,-,-,-,-,2154,1682.53,471.47,73,5.5,18,Угловик,Постоянный,24,0,23,41,22,2023-04-01 00:00:00,118,78,В работе,ГКС,5,,28,,,51,4.0127999999999995,5,4,13,8,,5,1246.0127591706541,1884.836490434455,0.07462686567164178
213,1131-2,129.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-12,1131-2,К-12,2013-08-31 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,1.0218592964824118,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2219,2805,2805,,,,откр.ствол / закрытый,2064-2072; 2100-2108; 2130-2140; 2152-2172 ; 2219-2805 ,21,2064,289.62,,,,Газлифт,510.000014355,ГП,905.000015625,ГП,1205.000010938,ГК 87 1/8,1524.999976172,ГК 86 1/8,1790.000061328,ГК 86 1/4,1900,ЦКсОК 5/16,1910,открыт ,-,-,-,-,-,-,-,2120,1913.4,206.5999999999999,73,5.5,18,Угловик,Постоянный,24,0,22,70,21,2023-04-01 00:00:00,142,76,Не работает,ГКС,5,,39,,,61,17.3052,23,10,25,21,,4,231.14439590412132,1051.6510922147772,0.2839506172839506
214,1134,130.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-1,1134,К-55,2015-01-10 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.035123441079155,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2255,2880,2880,,,,открытый,2255-2880,65.13,2255,337.5,,,,Газлифт,405.999999609,ГП,865.000001367,ГП,1307.999937891,ГК 78 1/8,1686.000009375,ГК 78 5/32,1994.999939063,ЦКсОК 5/16,-,-,1950,открыт ,-,-,-,-,-,-,-,2046,1931.64,114.3599999999999,73,5.5,65,Угловик,Постоянный,24,0,21,40,20,2023-04-01 00:00:00,102,68,,,5,,,,,43,6.327683999999999,8.7,13,18,8.4,,9.6,1517.1427650306182,1099.8533267027892,0.14745762711864405
215,1135,131.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-7,1135,К-7,2013-05-29 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.0722383337727392,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2290,"1 ств 2750
1 ств 2700",2250,,,,открытый,"2150-2182
2192-2220",51.2,2150,418.5,,,,Газлифт,519.999999316,ГП,920.000030273,ГК 84 1/8,1245.000025195,ГК 82 1/8,1530.000005859,ГК 81 1/8,1730.000002734,ЦКсОК 5/16,-,-,1740,закрыт,-,-,-,-,-,-,-,1762,1669.5,92.5,73,5.5,18,Угловик,Постоянный,24,0,22,44,21,2023-04-01 00:00:00,125,76,В работе,ГКС,5,,41,,,63,6.6044,10,21,12,10,,2,302.82841741869055,1106.6598791527413,0.16129032258064516
216,1135-2,132.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-7,1135-2,К-7,2013-11-04 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,1.2650077760497664,1.454,0.836,0.72,34.3,1.17,"177,8;114,3","9,19; 6,14","2020;
2045,34",2815,2815,,,,открытый,"2045,3-2812",17.1,2045.34,184.8,,,,Газлифт,540.000006445,ГП,1043.999977734,ГК 87 1/8,1467.00001875,ГК 86 1/8,1730.000002734,ЦКсОК 5/16,-,-,-,-,1758,закрыт,-,-,-,-,-,-,-,1768,1633.26,134.74,73,5.5,65,Угловик,Постоянный,24,0,24,57,23,2023-04-01 00:00:00,119,76,Отсутствует,,5,,45,,,69,10.533599999999998,28,55,28,12,,16,1518.9488873699402,423.029738990651,0.56
217,1136,133.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-12,1136,К-12,2014-01-31 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.9817292628702605,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2108,2547.3,2547.3,2019-08-09 00:00:00,,,закрытый,"2199,14-2199,89; 2272,44-2273,19; 2355,99-2356,74; 2474,77-2475,52; 2523,11-2524,21; ",4.99,2199.14,330.09,2018-2548,114.3,7.4,Газлифт,549.999991406,ГП,1039.999998633,ГП,1444.999947656,ГК 82 1/8,1755.000002344,ГК 81 1/8,1924.999969922,ЦКсОК 5/16,-,-,1935,закрыт,-,-,-,-,-,-,-,2547.3,1874,673.3000000000002,73,5.5,18,Угловик,Постоянный,24,0,22,41,21,2023-04-01 00:00:00,107,76,В работе,Сиант ,5,,27,,,49,8.65701408,10.4,0.43,30,9.6,,20.4,2356.470696649254,1102.3332923449072,0.1793103448275862
218,1538,134.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-41,1538,К-66,2017-12-27 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,-4.0,2017-12-18 00:00:00,МеКаМиНефть,"КГРП 7ст.
450м3 15% HCl",203,218.2,0.98,1.66,0.9805623465987723,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2163.7,3060,3058,2017-12-03 00:00:00,По спущенной компановке,,Закрытый,"2373,1-2374,5; 2457,77-2459,17; 2532,47-2533,87; 2618,68-2620,08; 2704,84-2706,24; 2779,51-2780,91; 2872,38-2873,78; 2962,53-2963,93; 3035,59-3036,81 ",12.42,2373.1,523.95,2109-3058,114,7.37,Газлифт,440.000008008,ГК 70 1/8,859.99997168,ГК 71 1/8,1220.000025586,ГК 71 1/8,1519.999946484,ГК 69 5/32,1830.000001172,ЦКсОК 5/16,-,-,1840,закрыт,-,-,-,-,-,-,-,2109,1637.83,471.1700000000001,73,5.5,65,штуцер,Постоянный,24,0,27,44,26,2023-04-01 00:00:00,82.7,66,В работе,Инком-систем,,,32,,,59,8.039409048000001,9.63,0.14,20,9.12,,10.88,1353.3333028634318,1132.2130344574573,0.40632911392405063
219,1136-2,135.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-14/2,1136-2,К-14,2019-04-29 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2143,2764,2764,,,,Закрытый,"2266,24-2267,44; 2338,80-2340; 2446,34-2447,54; 2552,68-2553,88; 2679,56-2680,76;",87.31,2679.56,95.4,2650-2275,114,7.37,Газлифт,549.999991406,ГП,970.000029492,ГП,1280.000009766,ГК 81 1/8,1540.000065234,ГК 80 1/8,1790.000061328,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2091,1822.15,268.8499999999999,73,5.5,65,Угловик,Постоянный,24,0,24,41,23,2023-04-01 00:00:00,93,74,В работе,Инком-систем,,,33,,,57,11.703999999999999,14,0,9.3,8.4,,0.9000000000000004,76.89678742310325,717.7033492822967,0.3888888888888889
220,1141,136.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-3,1141,К-3,2013-08-26 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,8.05,2202,2995,2998,,,,открытый,2202-2998,18,2202,386,,,,Газлифт,448,ГК 74  1/8,896,ГК 73 1/8,1335,ГК 72 1/8,1715,ГК 71 5/32,2040,ЦКсОК 5/16,-,-,1460,закрыт,-,-,-,-,-,63,-,2100,1781.42,318.5799999999999,73,5.5,65,Угловик,Постоянный,24,0,28,69,27,2023-04-01 00:00:00,133,69,Отсутствует,,,2686.4092450553485,34,,,62,2.508,3,0,19,10,,9,3588.5167464114834,3987.2408293460926,0.04225352112676056
221,1145-2,136.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-3,1145-2,К-3,2014-03-20 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,, ,,203,218.2,0.98,1.66,1.0175131348511381,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1918,2608,2608,,,,открытый,2027-2617,25,1918,134.51,,,,Фон.,687,ГП,1180,ГП,1734,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,1821.23,208.76999999999998,73,5.5,18,Угловик,Постоянный,24,0,31,50,27,2023-04-01 00:00:00,81.2,,,,,,38,,,69,17.49748,23,9,96,,,96,5486.504342339583,,1.885245901639344
222,1145-1,137.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-3,1145-1,К-3,2014-07-02 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2001,2433,2433,,,,открытый,2001-2665,14,2001,181.1,,,,Газлифт,599.999990625,ГП,1199.99998125,ГК 76 1/8,1719.999943359,ЦКсОК 5/16,-,-,-,-,-,-,1730,закрыт,-,-,-,-,-,-,-,2070,1831.7,238.29999999999995,73,5.5,18,Угловик,Постоянный,24,0,28,44,27,2023-04-01 00:00:00,79,76,Не работает,Сиант ,5,,21,,,49,9.4468,11.3,0,26.5,3.6,,22.9,2424.101282974129,381.08142439767965,0.3766666666666667
223,1148,138.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-21,1148,К-26,2014-05-09 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9840309702395353,1.454,0.836,0.72,34.3,1.17,177.8,8.05,2104,2593,2593,,,,открытый,2104-2593,64.13,2104,122.75,,,,Газлифт,449.999992969,ГП,790.000002539,ГП,1070.00002793,ГП,1299.999979688,ГК 100/1,1499.999976563,ЦКсОК 5/16,-,-,1520,закрыт,-,-,-,-,-,-,-,1550,1541.86,8.1400000000001,73,5.5,65,Угловик,Постоянный,24,0,28,37,27,2023-04-01 00:00:00,107,82,В работе,ГКС,6,,,,,45,4.1382,5,1,25,12,,13,3141.462471606012,2859.798384213913,0.08064516129032258
224,1151,139.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-3,1151,К-3,2015-09-30 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2155,2930,2930,,,,открытый,1855-3030,14.67,1855,540.41,,,,Газлифт,485.999990918,ГП,931.999967578,ГК 78 1/8,1303.000057031,ГК 76 1/8,1567.999993359,ГК 75 1/8,1761.999984375,ЦКсОК 5/16,-,-,1790,открыт,-,-,-,-,-,-,-,2000,1765.96,234.03999999999996,73,5.5,18,Угловик,Постоянный,24,0,27,45,26,2023-04-01 00:00:00,110,70,В работе,Сиант ,5,,19,,,46,8.36,10,0,34,9.5,,24.5,2930.6220095693784,1136.3636363636365,0.15625
225,1158,140.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-7,1158,К-8,2013-12-22 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9812058191994981,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2080,2326,2326,,,,открытый,1926-2780,57.98,2080,117.8,,,,Газлифт,569.999998535,ГК 80 1/8,999.999984375,ГК 81 1/8,1355.000008594,ГК 82 1/8,1690.000062891,ГК 84 5/32,1830.000001172,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2100,1909.82,190.18000000000006,73,5.5,18,Угловик,Постоянный,24,0,23,35,22,2023-04-01 00:00:00,76,76,В работе,Сиант ,5,,19,,,42,6.667936,8,0.3,17,9.6,,7.4,1109.7886962322373,1433.749997013021,0.23529411764705882
226,1158-1,141.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-7,1158-1,К-8,2014-04-30 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.9804016102981944,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1916,2808,2808,,,,открытый,"2142,9-2590;2320-2808",12.5,2142.9,146.54,,,,Газлифт,599.999990625,ГП,1199.99998125,ГК 85 1/8,1790.000061328,ЦКсОК 5/16,-,-,-,-,-,-,1800,закрыт,-,-,-,-,-,-,-,2200,1910.61,289.3900000000001,73,5.5,18,Угловик,Постоянный,24,0,24,39,23,2023-04-01 00:00:00,89,76,В работе,Сиант ,5,,28,,,52,6.681312,8,0.1,14,9.6,,4.4,658.5532901322375,1434.8540394728348,0.21621621621621623
227,1162,142.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-6,1162,К-6,2013-11-23 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1910,2800,2800,,,,открытый,1910-2683; 2800-2900; 2766-2866; 2693-2793; 2656-2737; 2509-2575.5; 2458-2505;2495-2558; 2373-2473; 2345-2465; 2301-2392.8,61.47,1910,207.12,,,,Газлифт,599.999990625,ГП,1199.99998125,ГК 83 1/8,1837.999959375,ЦКсОК 5/16,-,-,-,-,-,-,1848,закрыт,-,-,-,-,-,-,-,2250,1838.7,411.29999999999995,73,5.5,18,Угловик,Постоянный,24,0,23,40,22,2023-04-01 00:00:00,81,77,В работе,Сиант ,6,,23,,,46,6.688,8,0,21.5,8.2,,13.3,1988.6363636363637,1226.0765550239234,0.22857142857142856
228,1162-1,142.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-21,1162-1,К-26,2014-07-16 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (периодический режим),,, ,,203,218.2,0.98,1.66,1.3208834037025008,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2116,"1 ств 2830 
2 ств 3136","1 ств 2830 
2 ств 3136",,,,открытый,"  2116-2830;
  2140-3136",9,2116,205.61,,,,ЭЦН,300,ГП,-,-,-,-,-,-,-,-,-,-,1590,закрыт,-,D1050N,-,1110,43,54,-,1530,1522.06,7.940000000000055,73,5.5,65,Угловик,Периодический,2,6,28,28,27,2023-04-01 00:00:00,139,,,,,,,,68,106.22850610549999,7.392748,23.9,63,13.6,,,13.6,1839.6406857098334,,0.7292923562453495
229,1200,142.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ЗУ-5,1200,К-10,2013-05-23 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,, ,,203,218.2,0.98,1.66,1.5831062670299727,1.454,0.836,0.72,34.3,1.17,177.8,8.05,2015,2625,2629,,,,открытый,"1897,6-1922;1925-1932;1936-1948;1954-1978;2009-2625",54.37,2015,87,,,,ЭЦН,300,ГП,-,-,-,-,-,-,-,-,-,-,1789,закрыт,-,D1050N,-,1297,48,90,-,1538,1497.9,40.09999999999991,73,5.5,65,Угловик,Постоянный,24,0,33,33,31,2023-04-01 00:00:00,145,,,,,1183.1211321546614,72.03651418499999,,57,105.03651418499999,8.368359999999994,143,93,47,,,47,5616.393176201793,,3.5782664370665573
230,1200-1,142.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ЗУ-5,1200-1,К-10,2013-07-05 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,, ,,203,218.2,0.98,1.66,1.2993610223642171,1.454,0.836,0.72,34.3,1.17,177.8,8.05,2128,2696,2696,,,,открытый,2128-2696,26.7,2128,280.7,,,,ЭЦН,300,ГП,-,-,-,-,-,-,-,-,-,-,1878,открыт,-,D1150N,-,1297,49,80,-,1700,1555.7,144.29999999999995,73,5.5,10,Угловик,Постоянный,24,0,30,28,29,2023-04-01 00:00:00,125,,,,,1162.2264151933268,56.319900399999995,,58,86.3199004,22.404799999999998,67,60,15,,,15,669.4993929872171,,1.7321568634223472
231,1201,142.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-21,1201,К-26,2014-08-11 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (периодический режим),,,,,203,218.2,0.98,1.66,1.1972680973829077,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2444,3259,3259,,,,открытый,2450-3160,14,2450,523.85,,,,ЭЦН,300,ГП,-,-,-,-,-,-,-,-,-,-,1710,закрыт,-,D800N ,-,1250,50,63,-,1665,1633,32,73,5.5,18,Угловик,Периодический,9,15,31,31,30,2023-04-01 00:00:00,102,,,,,,,,48,74.43868109025001,16.7169068,35.9,44.3,3,,,3,179.459037242464,,1.3025501470940186
232,1202,143.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,ЗУ-1,1202,К-2,2013-10-19 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.9846384776477138,1.454,0.836,0.72,34.3,1.17,177.8,8.05,2161.82,2930,2930,,,,открытый,"2161,82-2930",75,2161.82,321,,,,Газлифт,569.999998535,ГП,1049.999983594,ГК 85 1/8,1360.000038281,ГК 85 1/8,1619.999944922,ГК 85 1/8,1769.999942578,ГК 84 1/8,1930,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2100,1808.6,291.4000000000001,73,5.5,18,Угловик,Постоянный,24,0,27,55,26,2023-04-01 00:00:00,99,70,В работе,ГКС,6,,,,,64,5.1235932,6.2,1.15,12.9,9.9,,3,585.5265792764343,1901.5940082962513,0.17714285714285716
233,1202-2,143.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,ЗУ-1,1202-2,К-2,2013-06-24 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,, ,,203,218.2,0.98,1.66,1.0004920049200492,1.454,0.836,0.72,34.3,1.17,177.8,8.05,2034,2900,2900,,,,открытый,2034-2900 ,10,2034,176.78,,,,Фон.,600,ГП,1200,"ГК 93 /1,5",1768,ЦКсОК 5/16,-,-,-,-,-,-,1778,закрыт,-,-,-,-,-,-,-,2047,1861.5,185.5,73,5.5,18,Угловик,Постоянный,24,0,26,59,25,2023-04-01 00:00:00,73.8,,,,,,,,,56,8.3391,10.5,5,22,,,22,2638.174383326738,,0.5898876404494383
234,1202-1,144.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,ЗУ-1,1202-1,К-2,2013-08-12 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.984800606329166,1.454,0.836,0.72,34.3,1.17,177.8,8.05,2516,2995,2995,,,,открытый,2516-2995 ,50,2516,661.95,,,,Газлифт,510.000014355,ГП,940.000000195,ГК 83 1/8,1290.000069141,ГК 85 1/8,1499.999976563,ГК  85 1/8,1680.000003516,ГК 87 5/32,1910,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2520,1715,805,73,5.5,65,Угловик,Постоянный,24,0,28,63,25,2023-04-01 00:00:00,89,66,,,6,,,,,52,2.4781547999999995,3,1.19,26,12,,14,5649.364599822417,4762.8584676122055,0.08108108108108109
235,1205,144.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-12,1205,К-13,2014-04-08 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1891,2592,2592,,,,открытый,"1708-2372;1905,64-1906,61;1956,66-1957,63;1995,46-1996,43;2091,26-2092,23;2199,23-2200,37",16,1891,76.11,1620-2212,114,7.37,Газлифт,541.999995996,ГП,999.000008203,ГП,1399.999978125,ГК 82 1/8,1604.000028516,ЦКсОК 5/16,-,-,-,-,1614,закрыт,-,-,-,-,-,-,-,1950,1830.79,119.21000000000004,73,5.5,18,Угловик,Периодический,24,24,23,35,22,2023-04-01 00:00:00,87,76,В работе,Сиант ,5,,34,,,57,3.344,4,0,13,9.7,,3.3000000000000007,986.8421052631583,2900.717703349282,0.13333333333333333
236,1209-2,144.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-6,1209-2,Без куста,2014-04-14 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,Остановлена,,, ,,203,218.2,0.98,1.66,0.9876873011632707,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2190,3080,3080,,,,открытый,2190-3080,13,2190,224.38,,,,Фон.,450,ГП,900,ГП,1400,"ГК 80/1,5",1910,ЦКсОК 5/16,-,-,-,-,1920,закрыт,-,-,-,-,-,-,-,2450,1878.3,571.7,73,5.5,18,Угловик,Постоянный,24,0,27,74,26,2023-04-01 00:00:00,126.4,,,,,,,,,46,5.699806199999999,6.95,1.9,54,,,54,9474.006326741426,,0.08644278606965174
